nr,chemical_name,smiles,Reference,act
1274,MPTP,N1(CCC(=CC1)c1ccccc1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1275,Myricetin,O1c2c(C(=O)C(O)=C1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1276,Myxothiazol,s1cc(nc1-c1nc(sc1)[C@@H](\C=C\C=C\C(C)C)C)\C=C\[C@H](OC)[C@H](/C(/OC)=C\C(=O)N)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1277,N-acetylglucosamine,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1278,N-acetyl-L-cysteine,SC[C@H](NC(=O)C)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1279,Naftopidil dihydrochloride,O(C)c1ccccc1N1CCN(CC1)C[C@@H](O)COc1c2c(ccc1)cccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1280,Naphthazarin,Oc1c2c(C(=O)C=CC2=O)c(O)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1281,N-butanol,OCCCC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1282,Nicardipine hydrochloride,O(C(=O)C=1[C@@H](C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCN(Cc1ccccc1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1283,Nicotinamide,O=C(N)c1cccnc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1284,Nicotinamide adenine dinucleotide,P(OC[C@H]1O[C@@H]([n+]2cc(ccc2)C(=O)N)[C@H](O)[C@@H]1O)(OP(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(O)=O)(=O)[O-],"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1285,Nitrendipine,O(C(=O)C=1[C@H](C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1286,N-nitrosodimethylamine,O=NN(C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1287,Nortriptyline hydrochloride,N(CCC=C1c2c(CCc3c1cccc3)cccc2)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1288,N-propanol,OCCC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1289,Oxaloacetate,OC(=O)C(=O)CC(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1290,Oxatomide,O=C1Nc2c(N1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)cccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1291,Oxoline,O=C1C(=O)C(=O)c2c(cccc2)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1292,Paraquat,[n+]1(ccc(cc1)-c1cc[n+](cc1)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1293,Pergolide methanesulfonate,S(C[C@@H]1C[C@H]2[C@H](N(C1)CCC)Cc1c3c2cccc3[nH]c1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1294,Phenformin,N(=C(\N=C(N)N)/N)/CCc1ccccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1295,Plumbagin,Oc1c2c(ccc1)C(=O)C(=CC2=O)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1296,Polydatin,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1Oc1cc(cc(O)c1)\C=C\c1ccc(O)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1297,Pregnenolone,O[C@@H]1CC2=CC[C@H]3[C@@H]4CC[C@H](C(=O)C)[C@]4(CC[C@@H]3[C@]2(CC1)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1298,Promethazine hydrochloride,S1c2c(N(c3c1cccc3)C[C@H](N(C)C)C)cccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1299,Propionylpromazine hydrochloride,S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(=O)CC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1300,Propyl gallate,Oc1c(O)cc(cc1O)C(OCCC)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1301,Protocatechuic acid,Oc1cc(ccc1O)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1302,Psora-4,O1c2c(C=CC1=O)c(OCCCCc1ccccc1)c1c(occ1)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1303,Quercetin,O1c2c(C(=O)C(O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1304,Quinidine sulfate,O(C)c1cc2c(nccc2[C@H](O)[C@@H]2N3C[C@@H]([C@@H](C2)CC3)C=C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1305,Rapamycin,O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@@H](C[C@H]1C[C@@H](OC)[C@H](O)CC1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1306,Reserpine,O(C)c1c(OC)cc(cc1OC)C(O[C@@H]1C[C@H]2[C@H](C[C@H]3N(CCc4c5c([nH]c34)cc(OC)cc5)C2)[C@H](C(OC)=O)[C@H]1OC)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1307,Resveratrol,Oc1cc(cc(O)c1)\C=C\c1ccc(O)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1308,Rifampicin,O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(\C=N\N1CCN(CC1)C)c4O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1309,Rifamycin SV,O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)cc4O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1310,Rosmarinic acid,Oc1cc(ccc1O)C[C@@H](OC(=O)\C=C\c1cc(O)c(O)cc1)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1311,Rotenone,O1c2c(C[C@@H]1C(C)=C)c1O[C@H]3[C@H](c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1312,Salicylic acid,Oc1ccccc1C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1313,Serine,OC(=O)[C@@H](N)CO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1314,Sesamin,O1C[C@H]2[C@H](CO[C@@H]2c2cc3OCOc3cc2)[C@H]1c1cc2OCOc2cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1315,Specioside,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1OC=C[C@@H]2[C@H]1[C@]1(O[C@H]1[C@H]2OC(=O)\C=C\c1ccc(O)cc1)CO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1316,Spermidine,N(CCCCN)CCCN,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1317,SU 4312,O=C/1Nc2c(cccc2)\C\1=C\c1ccc(N(C)C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1318,Succinate,OC(=O)CCC(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1319,Sulfamethoxazole,S(=O)(=O)(Nc1noc(c1)C)c1ccc(N)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1320,Tannic acid,O1[C@H](COC(=O)c2cc(OC(=O)c3cc(O)c(O)c(O)c3)c(O)c(O)c2)[C@@H](OC(=O)c2cc(OC(=O)c3cc(O)c(O)c(O)c3)c(O)c(O)c2)[C@H](OC(=O)c2cc(OC(=O)c3cc(O)c(O)c(O)c3)c(O)c(O)c2)[C@@H](OC(=O)c2cc(OC(=O)c3cc(O)c(O)c(O)c3)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(OC(=O)c2cc(O)c(O)c(O)c2)c(O)c(O)c1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1321,Taxifolin,O1c2c(C(=O)[C@H](O)[C@H]1c1cc(O)c(O)cc1)c(O)cc(O)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1322,Thioflavin T,s1c2cc(ccc2[n+](C)c1-c1ccc(N(C)C)cc1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1323,Thioridazine hydrochloride,S1c2c(N(c3c1cccc3)CC[C@@H]1N(CCCC1)C)cc(SC)cc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1324,Trehalose,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1325,Trequinsin hydrochloride,O(C)c1cc2CCN3C(=C/C(=N\c4c(cc(cc4C)C)C)/N(C)C3=O)c2cc1OC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1326,Trichostatin A,O=C([C@@H](\C=C(\C=C\C(=O)NO)/C)C)c1ccc(N(C)C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1327,Trimethadione,O1C(C)(C)C(=O)N(C)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1328,Trolox,O1c2c(CCC1(C(O)=O)C)c(C)c(O)c(C)c2C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1329,Tryptophan,OC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1330,Tyrosol,Oc1ccc(cc1)CCO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1331,Tyrphostin AG 1478,Clc1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1332,Valproic acid,OC(=O)C(CCC)CCC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1333,Verminoside,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1OC=C[C@@H]2[C@@H]1[C@@]1(O[C@@H]1[C@@H]2OC(=O)\C=C\c1cc(O)c(O)cc1)CO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1334,Vincristine sulfate,O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1335,Vinpocetine,O(C(=O)C=1n2c3c(c4CCN5[C@H](c24)[C@](C=1)(CCC5)CC)cccc3)CC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1336,Vitamin D3,O[C@@H]1C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CCC\2)C)\C(CC1)=C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1337,Vitamin E,O1c2c(CC[C@]1(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C)c(C)c(O)c(C)c2C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1338,Vitexin,O1c2c(C(=O)C=C1c1ccc(O)cc1)c(O)cc(O)c2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1339,"3,3-diethyl-2-pyrrolidinone",O=C1NCCC1(CC)CC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1340,Proline,OC(=O)[C@H]1NCCC1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1341,Q3'G,O1c2c(C(=O)C(O)=C1c1cc(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c(O)cc1)c(O)cc(O)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1342,Q3M,O1c2c(C(=O)C(O[C@@H]3O[C@H](CO)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H]3O)=C1C=1C=C[C@@H](O)[C@@H](O)C=1)c(O)cc(O)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1343,"(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol",Oc1cc2C[C@H](C3=C(c2cc1)[C@H](Cc1cc(O)ccc13)CC)CC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1344,"7-cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",O(c1ccc(cc1)-c1c2c(ncnc2N)n(c1)C1CCCC1)c1ccccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1345,Acacetin 7-O-alpha-l-rhamnopyranosyl (1–2) beta-D-xylopyranoside ,O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(O)cc(O[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@@H]1O)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1346,Agmatine,N(CCCCN)C(N)=N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1347,Alanine,OC(=O)[C@H](N)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1348,Ampicillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2\N=C(\O)/[C@H](N)c1ccccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1349,Arginine,OC(=O)[C@@H](N)CCCNC(N)=N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1350,Asparagine,OC(=N)C[C@H](N)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1351,Beta-alanine,OC(=O)CCN,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1352,Betaine,O=C([O-])C[N+](C)(C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1353,Caprylate,OC(=O)CCCCCCC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1354,Carnosine,OC(=O)[C@@H](\N=C(\O)/CCN)Cc1[nH]cnc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1355,Citrate,OC(CC(O)=O)(CC(O)=O)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1356,Creatine,OC(=O)CN(C(N)=N)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1357,Cysteine,SC[C@@H](N)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1358,Dimethyl formamide,O=CN(C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1359,Dimethyl sulfoxide,S(=O)(C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1360,DL-lactate,OC(=O)[C@H](O)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1361,Gamma-tocopherol,O1c2c(cc(O)c(C)c2C)CC[C@]1(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1362,Gluconate,OC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1363,Glutamine,OC(=N)CC[C@H](N)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1364,Glutathione,SC[C@H](\N=C(/O)\CC[C@H](N)C(O)=O)/C(/O)=N/CC(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1365,Glycerol,OC(CO)CO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1366,Glycine,OC(=O)CN,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1367,Hexahydro-sila-diphenidol,[Si](O)(CCCN1CCCCC1)(C1CCCCC1)c1ccc(F)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1368,Homocysteine,SCC[C@@H](N)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1369,Inositol,OC1C(O)C(O)C(O)C(O)C1O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1370,Isoleucine,OC(=O)[C@@H](N)[C@H](CC)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1371,Leucine,OC(=O)[C@H](N)CC(C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1372,"LY-165,163",FC(F)(F)c1cc(N2CCN(CC2)CCc2ccc(N)cc2)ccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1373,Lysine,OC(=O)[C@@H](N)CCCCN,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1374,N-(2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,Clc1ccc(N2CCN(CC2)CCNC(=O)c2cc(OC)ccc2)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1375,Octoclothepin maleate,Clc1cc2c(Sc3c(C[C@H]2N2CCN(CC2)C)cccc3)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
